image_id,image_source,true_coordinate,sharing_intent
yfcc-5868187063,Flickr-yfcc4k,"[50.718634, -2.410039]",1
yfcc-5941322069,Flickr-yfcc4k,"[40.768697, -73.98159]",1
yfcc-5986769383,Flickr-yfcc4k,"[40.71455, -74.007118]",1
yfcc-6002559536,Flickr-yfcc4k,"[48.706273, 9.675199]",1
yfcc-7291335624,Flickr-yfcc4k,"[18.051969, -63.126722]",1
yfcc-8474673006,Flickr-yfcc4k,"[10.718364, 106.734924]",1
yfcc-8610550,Flickr-yfcc4k,"[-8.518721, 115.259113]",1
yfcc-8709361761,Flickr-yfcc4k,"[37.460824, 126.644639]",1
yfcc-8815795798,Flickr-yfcc4k,"[22.287051, 114.139802]",1
yfcc-8883889207,Flickr-yfcc4k,"[53.343992, -1.777381]",1
yfcc-38445624,Flickr-yfcc26k,"[30.748188, -98.359206]",0
yfcc-1811364513,Flickr-yfcc26k,"[17.63257, -101.54766]",0
yfcc-13068369505,Flickr-yfcc26k,"[50.255091, 10.162047]",0
yfcc-605835485,Flickr-yfcc26k,"[49.270772, -123.069727]",0
yfcc-5176340645,Flickr-yfcc26k,"[-34.609899, -58.372678]",0
yfcc-2314192017,Flickr-yfcc26k,"[53.377619, -1.501371]",0
yfcc-11849940053,Flickr-yfcc26k,"[21.364536, -157.949723]",0
yfcc-456712325,Flickr-yfcc26k,"[24.158266, 120.664687]",0
yfcc-9531770751,Flickr-yfcc26k,"[-8.978001, -39.101028]",0
yfcc-8455618,Flickr-yfcc26k,"[32.738577, -97.304132]",0
yfcc-13744066983,Flickr-yfcc26k,"[16.238862, -97.298398]",0
yfcc-13963887305,Flickr-yfcc26k,"[24.034627, 121.143055]",0
yfcc-1196505686,Flickr-yfcc26k,"[29.382175, 76.992187]",0
yfcc-6077664742,Flickr-yfcc26k,"[53.159052, -1.993135]",0
yfcc-8872268291,Flickr-yfcc26k,"[51.324819, 0.897016]",0
yfcc-11985456966,Flickr-yfcc26k,"[-12.922587, -38.503646]",0
yfcc-473745962,Flickr-yfcc26k,"[52.211081, 20.997807]",0
yfcc-5829724933,Flickr-yfcc26k,"[31.303718, 120.610181]",0
yfcc-6000131573,Flickr-yfcc26k,"[37.561525, 127.021179]",0
yfcc-5453248181,Flickr-yfcc26k,"[36.605055, -121.854858]",0
yfcc-5183593914,Flickr-yfcc26k,"[36.543844, -84.736659]",0
yfcc-5729010784,Flickr-yfcc26k,"[-4.246167, -79.225334]",0
yfcc-2500179023,Flickr-yfcc26k,"[37.791265, -122.40536]",0
yfcc-3987214294,Flickr-yfcc26k,"[39.00299, -76.582088]",0
yfcc-539648958,Flickr-yfcc26k,"[39.667308, -107.702236]",0
yfcc-1113505731,Flickr-yfcc26k,"[23.620691, 119.607749]",0
yfcc-5333506277,Flickr-yfcc26k,"[14.460166, -16.366]",0
yfcc-41462457,Flickr-yfcc26k,"[15.357694, 44.204864]",0
yfcc-2893104391,Flickr-yfcc26k,"[30.426954, -84.286497]",0
yfcc-6409567065,Flickr-yfcc26k,"[34.294209, 132.324029]",0
yfcc-1389846629,Flickr-yfcc26k,"[44.148279, -87.568759]",0
yfcc-8032757574,Flickr-yfcc26k,"[-12.956089, -38.449262]",0
yfcc-8467947807,Flickr-yfcc26k,"[38.898738, -77.035131]",0
yfcc-4002056784,Flickr-yfcc26k,"[63.432549, 10.37796]",0
yfcc-8508143330,Flickr-yfcc26k,"[32.308462, 34.947423]",0
yfcc-5147781642,Flickr-yfcc26k,"[38.8903, -77.021278]",0
yfcc-9637898655,Flickr-yfcc26k,"[48.620456, 14.315571]",0
yfcc-8289629203,Flickr-yfcc26k,"[40.495922, -80.256378]",0
yfcc-8172998383,Flickr-yfcc26k,"[36.92868, -3.404012]",0
yfcc-4510419700,Flickr-yfcc26k,"[25.33813, 82.994842]",0
yfcc-148954498,Flickr-yfcc26k,"[50.110451, 8.651733]",0
yfcc-2936373184,Flickr-yfcc26k,"[42.374413, -71.119083]",0
yfcc-3978538678,Flickr-yfcc26k,"[59.977425, 10.677563]",0
yfcc-6042645653,Flickr-yfcc26k,"[37.126689, -119.287801]",0
yfcc-5221253319,Flickr-yfcc26k,"[35.135913, 135.843544]",0
yfcc-8629822509,Flickr-yfcc26k,"[24.375719, 121.440797]",0
yfcc-660480405,Flickr-yfcc26k,"[50.709504, -1.558856]",0
yfcc-8693678509,Flickr-yfcc26k,"[32.590827, -96.95897]",0
yfcc-9386702982,Flickr-yfcc26k,"[52.480213, -1.909073]",0
yfcc-420254157,Flickr-yfcc26k,"[45.428816, 12.319622]",0
yfcc-2599328666,Flickr-yfcc26k,"[48.217408, 16.406487]",0
yfcc-6572793435,Flickr-yfcc26k,"[24.022006, 121.134052]",0
yfcc-8132574923,Flickr-yfcc26k,"[35.466452, -83.434559]",0
yfcc-2503528560,Flickr-yfcc26k,"[51.504034, -0.119165]",0
yfcc-8474615403,Flickr-yfcc26k,"[38.902188, -77.039244]",0
yfcc-3993491561,Flickr-yfcc26k,"[37.749967, -119.595665]",0
yfcc-5604409777,Flickr-yfcc26k,"[22.540345, 114.105162]",-1
yfcc-2433180795,Flickr-yfcc26k,"[52.113832, 5.112934]",-1
yfcc-5679417054,Flickr-yfcc26k,"[42.343413, -71.117089]",-1
yfcc-9575757089,Flickr-yfcc26k,"[52.236263, 21.003811]",-1
yfcc-3973580742,Flickr-yfcc26k,"[32.755373, -117.197251]",-1
yfcc-4946106852,Flickr-yfcc26k,"[42.417092, 1.859006]",-1
yfcc-8127295530,Flickr-yfcc26k,"[35.695741, 139.701389]",-1
yfcc-7022969547,Flickr-yfcc26k,"[38.897863, -77.023268]",-1
yfcc-5090461556,Flickr-yfcc26k,"[51.513333, -0.096]",-1
yfcc-10121282706,Flickr-yfcc26k,"[45.434028, 12.332657]",-1
yfcc-2290726072,Flickr-yfcc26k,"[30.247816, -97.750704]",-1
yfcc-8851860446,Flickr-yfcc26k,"[57.046519, 9.918959]",-1
yfcc-4589475147,Flickr-yfcc26k,"[52.350978, 4.885911]",-1
yfcc-2189939913,Flickr-yfcc26k,"[42.327682, -83.048339]",-1
yfcc-2055542051,Flickr-yfcc26k,"[14.56157, -90.739345]",-1
yfcc-11203834904,Flickr-yfcc26k,"[52.154945, 4.496841]",-1
yfcc-2598854747,Flickr-yfcc26k,"[48.052777, -122.176944]",-1
yfcc-3953153269,Flickr-yfcc26k,"[37.787822, -122.408369]",-1
yfcc-1209963633,Flickr-yfcc26k,"[36.080688, -115.146736]",-1
yfcc-6909226296,Flickr-yfcc26k,"[47.792833, 13.0465]",-1
yfcc-6994080662,Flickr-yfcc26k,"[19.432458, -99.143076]",-1
yfcc-2500808809,Flickr-yfcc26k,"[40.567578, -8.768892]",-1
yfcc-2280991185,Flickr-yfcc26k,"[40.737258, -73.990516]",-1
yfcc-3212599200,Flickr-yfcc26k,"[48.846846, 2.365859]",-1
yfcc-1033034698,Flickr-yfcc26k,"[43.64196, -79.387035]",-1
yfcc-5086239896,Flickr-yfcc26k,"[48.876337, 2.3385]",-1
yfcc-7983873033,Flickr-yfcc26k,"[38.629295, -90.183578]",-1
yfcc-109683748,Flickr-yfcc26k,"[48.860705, 2.346096]",-1
yfcc-389268988,Flickr-yfcc26k,"[35.659527, 139.701976]",-1
yfcc-2121125262,Flickr-yfcc26k,"[51.515593, -0.130183]",-1
yfcc-2958213854,Flickr-yfcc26k,"[35.697815, 139.751434]",-1
yfcc-2748295493,Flickr-yfcc26k,"[50.086184, 14.413692]",-1
yfcc-106683910,Flickr-yfcc26k,"[37.730487, -119.573478]",-1
yfcc-8203034515,Flickr-yfcc26k,"[49.282511, -123.109949]",-1
yfcc-6127913719,Flickr-yfcc26k,"[34.116333, -118.342167]",-1
yfcc-7281876710,Flickr-yfcc26k,"[48.854804, 2.343209]",-1
yfcc-6062877661,Flickr-yfcc26k,"[40.746963, -74.002662]",-1
yfcc-4955555972,Flickr-yfcc26k,"[53.5447, 9.988369]",-1
yfcc-5305711173,Flickr-yfcc26k,"[35.011333, 135.794555]",-1
yfcc-6065413085,Flickr-yfcc26k,"[49.287556, -123.141911]",-1
yfcc-6059189191,Flickr-yfcc26k,"[51.049, -115.172491]",-1
yfcc-1810577182,Flickr-yfcc26k,"[48.88625, 2.340559]",-1
yfcc-1846999484,Flickr-yfcc26k,"[36.11764, -115.188517]",-1
yfcc-5460986125,Flickr-yfcc26k,"[52.509325, 13.376605]",-1
yfcc-6079341887,Flickr-yfcc26k,"[48.857261, 2.341461]",-1
yfcc-4844677845,Flickr-yfcc26k,"[47.237333, -122.112167]",-1
yfcc-5388832971,Flickr-yfcc26k,"[38.293871, -122.458168]",-1
yfcc-2264517682,Flickr-yfcc26k,"[31.215737, 121.464843]",-1
yfcc-2220485647,Flickr-yfcc26k,"[39.916517, 116.390233]",-1
yfcc-7626042572,Flickr-yfcc26k,"[42.244467, -83.612136]",-1
yfcc-4535662044,Flickr-yfcc26k,"[35.660447, 139.698791]",-1
yfcc-523909268,Flickr-yfcc26k,"[50.843826, 4.356851]",-1
yfcc-2913584854,Flickr-yfcc26k,"[-32.782223, 152.074127]",-1
yfcc-4943904461,Flickr-yfcc26k,"[34.270055, 108.898715]",-1
yfcc-5048850432,Flickr-yfcc26k,"[34.566685, -84.244993]",-1
yfcc-2884204484,Flickr-yfcc26k,"[37.771833, -122.461333]",-1
yfcc-13461766705,Flickr-yfcc26k,"[-43.490992, 147.142425]",-1
yfcc-1300413535,Flickr-yfcc26k,"[35.773257, 139.630737]",-1
yfcc-8301591754,Flickr-yfcc26k,"[37.26329, -1.961164]",-1
yfcc-13349689403,Flickr-yfcc26k,"[35.920874, 139.618211]",-1
yfcc-1461522249,Flickr-yfcc26k,"[34.045476, -118.564753]",-1
yfcc-5787620294,Flickr-yfcc26k,"[-17.905405, 25.849113]",-1
yfcc-2927129825,Flickr-yfcc26k,"[49.362588, -0.856719]",-1
yfcc-5698951295,Flickr-yfcc26k,"[48.779219, 9.179044]",-1
yfcc-2239196368,Flickr-yfcc26k,"[48.857599, 2.339658]",-1
yfcc-5489180452,Flickr-yfcc26k,"[27.917522, 86.805484]",-1
yfcc-4881727444,Flickr-yfcc26k,"[37.769, -122.419667]",-1
yfcc-4337867861,Flickr-yfcc26k,"[-34.613676, -58.462371]",-1
yfcc-8337195900,Flickr-yfcc26k,"[35.025638, 135.736598]",-1
yfcc-6998836480,Flickr-yfcc26k,"[39.469186, -3.535734]",-1
yfcc-3294449028,Flickr-yfcc26k,"[51.403623, -0.338258]",-1
yfcc-3436537095,Flickr-yfcc26k,"[41.545091, -87.494226]",-1
yfcc-2237035861,Flickr-yfcc26k,"[28.538915, 33.974963]",-1
yfcc-3493111863,Flickr-yfcc26k,"[-26.964592, -48.629136]",-1
yfcc-4151002246,Flickr-yfcc26k,"[21.89748, 120.858314]",-1
yfcc-3007603560,Flickr-yfcc26k,"[37.764777, -122.425503]",-1
yfcc-7553525110,Flickr-yfcc26k,"[40.756936, -73.986139]",-1
yfcc-5474543169,Flickr-yfcc26k,"[39.323477, -3.481789]",-1
yfcc-3912224006,Flickr-yfcc26k,"[35.691879, 139.696655]",-1
yfcc-6929937162,Flickr-yfcc26k,"[35.319388, 139.551258]",-1
yfcc-5251930764,Flickr-yfcc26k,"[41.413702, 2.152306]",-1
yfcc-4676317751,Flickr-yfcc26k,"[35.713605, 139.796613]",-1
yfcc-10541286366,Flickr-yfcc26k,"[37.822293, -122.375528]",-1
yfcc-756822938,Flickr-yfcc26k,"[51.501075, -0.127104]",-1
yfcc-490261398,Flickr-yfcc26k,"[38.887972, -77.014626]",-1
yfcc-3225745656,Flickr-yfcc26k,"[51.511413, -0.132039]",-1
yfcc-6343370101,Flickr-yfcc26k,"[41.378621, 2.175507]",-1
yfcc-2860527884,Flickr-yfcc26k,"[50.843833, 4.382171]",-1
yfcc-5751275502,Flickr-yfcc26k,"[43.036901, -73.812675]",-1
yfcc-2531243685,Flickr-yfcc26k,"[24.975477, 32.871437]",-1
yfcc-5828793380,Flickr-yfcc26k,"[22.258914, 114.157669]",-1
yfcc-179329223,Flickr-yfcc26k,"[39.795216, -86.237955]",-1
yfcc-8433157863,Flickr-yfcc26k,"[48.581, 7.750333]",-1
yfcc-11449752474,Flickr-yfcc26k,"[40.563844, 45.010816]",-1
yfcc-1799241727,Flickr-yfcc26k,"[51.496347, -0.176725]",-1
yfcc-4099301,Flickr-yfcc26k,"[56.949468, 24.132156]",-1
yfcc-42635004,Flickr-yfcc26k,"[35.88905, 139.042968]",-1
yfcc-6758760147,Flickr-yfcc26k,"[35.242666, 137.192666]",-1
yfcc-5192090589,Flickr-yfcc26k,"[48.858355, 2.349786]",-1
yfcc-8382691094,Flickr-yfcc26k,"[53.152278, 11.046495]",-1
yfcc-7488269670,Flickr-yfcc26k,"[42.732241, -7.325686]",-1
yfcc-1344592336,Flickr-yfcc26k,"[36.111377, -115.173419]",-1
yfcc-2407377145,Flickr-yfcc26k,"[46.278275, 6.854953]",-1
yfcc-6715838117,Flickr-yfcc26k,"[51.503426, -0.016908]",-1
yfcc-8633024710,Flickr-yfcc26k,"[40.413136, -3.699402]",-1
yfcc-6930209086,Flickr-yfcc26k,"[30.044406, 31.23563]",-1
yfcc-2171990758,Flickr-yfcc26k,"[48.132484, 11.544442]",-1
yfcc-10623520323,Flickr-yfcc26k,"[29.935833, 52.891166]",-1
yfcc-5195037687,Flickr-yfcc26k,"[41.563107, 2.009618]",-1
yfcc-8145531692,Flickr-yfcc26k,"[55.194436, 30.19538]",-1
yfcc-3547600020,Flickr-yfcc26k,"[43.6564, -70.260851]",-1
yfcc-206352618,Flickr-yfcc26k,"[43.781009, 11.238241]",-1
yfcc-6927341170,Flickr-yfcc26k,"[34.996533, 135.7815]",-1
yfcc-7276598480,Flickr-yfcc26k,"[42.573626, -71.602792]",-1
yfcc-6024161653,Flickr-yfcc26k,"[18.932022, 102.447811]",-1
yfcc-204340012,Flickr-yfcc26k,"[10.773193, 106.704454]",-1
yfcc-2630995805,Flickr-yfcc26k,"[50.9414, 6.957049]",-1
yfcc-1775860430,Flickr-yfcc26k,"[35.675007, 139.763774]",-1
yfcc-5136072764,Flickr-yfcc26k,"[32.07281, 34.770162]",-1
yfcc-453121987,Flickr-yfcc26k,"[39.416087, -77.415772]",-1
yfcc-12714152683,Flickr-yfcc26k,"[36.758415, 139.598808]",-1
yfcc-3891869469,Flickr-yfcc26k,"[39.909374, 116.471493]",-1
yfcc-7174842037,Flickr-yfcc26k,"[24.774996, 110.486755]",-1
yfcc-5131494815,Flickr-yfcc26k,"[22.988422, 120.214633]",-1
yfcc-325392247,Flickr-yfcc26k,"[47.444023, 10.990018]",-1
yfcc-4185259785,Flickr-yfcc26k,"[38.897467, -77.023985]",-1
yfcc-5733304253,Flickr-yfcc26k,"[-1.685042, 101.417884]",-1
yfcc-8833761260,Flickr-yfcc26k,"[42.880386, -8.545979]",-1
yfcc-4012202629,Flickr-yfcc26k,"[40.771409, -73.976815]",-1
yfcc-8731213407,Flickr-yfcc26k,"[50.92035, 14.26712]",-1
yfcc-4122609659,Flickr-yfcc26k,"[27.531487, -82.628442]",-1
yfcc-2657523317,Flickr-yfcc26k,"[2.902238, 101.678123]",-1
yfcc-393048108,Flickr-yfcc26k,"[1.293873, 103.857192]",-1
yfcc-3491269768,Flickr-yfcc26k,"[18.782294, 99.00133]",-1
yfcc-8788712104,Flickr-yfcc26k,"[38.895992, -77.017614]",-1
yfcc-4827694508,Flickr-yfcc26k,"[43.77922, 4.833726]",-1
yfcc-8443767742,Flickr-yfcc26k,"[44.94846, -93.305883]",-1
yfcc-2321152144,Flickr-yfcc26k,"[55.037417, 82.905921]",-1
yfcc-2401651576,Flickr-yfcc26k,"[34.300904, 132.32294]",-1
yfcc-6779719291,Flickr-yfcc26k,"[25.047377, 121.50743]",-1
yfcc-8048536337,Flickr-yfcc26k,"[41.96651, -88.048038]",-1
yfcc-2658419148,Flickr-yfcc26k,"[2.198013, 102.246837]",-1
yfcc-192185330,Flickr-yfcc26k,"[40.827189, -73.92728]",-1
yfcc-204004897,Flickr-yfcc26k,"[41.416132, 2.151582]",-1
yfcc-10142038813,Flickr-yfcc26k,"[43.368049, -8.402944]",-1
yfcc-5998016760,Flickr-yfcc26k,"[25.172009, 121.656589]",-1
yfcc-498279356,Flickr-yfcc26k,"[48.863042, 2.345387]",-1
yfcc-162863290,Flickr-yfcc26k,"[48.861101, 2.335968]",-1
yfcc-2694726216,Flickr-yfcc26k,"[40.704513, -73.99028]",-1
yfcc-3093068542,Flickr-yfcc26k,"[34.272183, 108.899402]",-1
yfcc-6427844673,Flickr-yfcc26k,"[53.561125, 9.954128]",-1
yfcc-5975143553,Flickr-yfcc26k,"[45.86246, 8.464879]",-1
yfcc-1245625542,Flickr-yfcc26k,"[25.275745, 121.482696]",-1
yfcc-105942064,Flickr-yfcc26k,"[33.501466, 126.533317]",-1
yfcc-87603870,Flickr-yfcc26k,"[-33.92342, 18.458404]",-1
yfcc-8552892174,Flickr-yfcc26k,"[53.07193, 8.82792]",-1
yfcc-14372010,Flickr-yfcc26k,"[40.748829, 14.488418]",-1
yfcc-3239097412,Flickr-yfcc26k,"[48.209166, 16.368666]",-1
yfcc-5123939078,Flickr-yfcc26k,"[31.214856, 121.506643]",-1
yfcc-8996526755,Flickr-yfcc26k,"[36.566633, 137.650322]",-1
yfcc-3858951022,Flickr-yfcc26k,"[28.36344, -81.553487]",-1
yfcc-2070098562,Flickr-yfcc26k,"[25.744472, -80.210527]",-1
yfcc-129409937,Flickr-yfcc26k,"[14.558247, -90.734367]",-1
yfcc-249037451,Flickr-yfcc26k,"[42.696693, 23.325262]",-1
yfcc-356472264,Flickr-yfcc26k,"[33.99333, -116.071243]",-1
yfcc-8274450831,Flickr-yfcc26k,"[17.013126, 99.816627]",-1
yfcc-491503710,Flickr-yfcc26k,"[40.36695, 18.165893]",-1
yfcc-8368649762,Flickr-yfcc26k,"[49.946635, 15.263593]",-1
yfcc-3881805795,Flickr-yfcc26k,"[-23.552982, -46.616159]",-1
yfcc-4292560756,Flickr-yfcc26k,"[34.102601, -118.340091]",-1
yfcc-3085433029,Flickr-yfcc26k,"[40.750711, -73.98807]",-1
yfcc-5909213724,Flickr-yfcc26k,"[38.743055, -109.566178]",-1
yfcc-8315509448,Flickr-yfcc26k,"[34.421903, -118.598334]",-1
yfcc-424866063,Flickr-yfcc26k,"[37.804998, -122.271823]",-1
yfcc-467879389,Flickr-yfcc26k,"[39.996059, -75.135498]",-1
yfcc-5404476958,Flickr-yfcc26k,"[37.784443, -122.407779]",-1
yfcc-5796375126,Flickr-yfcc26k,"[41.896638, 12.486991]",-1
yfcc-5744060099,Flickr-yfcc26k,"[38.345459, -0.487003]",-1
yfcc-4450053996,Flickr-yfcc26k,"[34.101668, -118.327249]",-1
yfcc-3107309438,Flickr-yfcc26k,"[40.763023, -74.001739]",-1
yfcc-122559947,Flickr-yfcc26k,"[43.727692, 12.634277]",-1
yfcc-8088455994,Flickr-yfcc26k,"[55.692686, 12.598966]",-1
yfcc-2901075604,Flickr-yfcc26k,"[40.578392, -73.565955]",-1
yfcc-2285096134,Flickr-yfcc26k,"[40.735291, -73.993263]",-1
yfcc-8372905125,Flickr-yfcc26k,"[51.473264, -3.203512]",-1
yfcc-316719912,Flickr-yfcc26k,"[40.722542, -74.000473]",-1
yfcc-4568227448,Flickr-yfcc26k,"[54.771008, -1.576925]",-1
yfcc-4794484965,Flickr-yfcc26k,"[38.705137, -9.156503]",-1
yfcc-427836902,Flickr-yfcc26k,"[40.779777, -73.969756]",-1
yfcc-8342856741,Flickr-yfcc26k,"[41.114203, -74.110673]",-1
yfcc-4859115071,Flickr-yfcc26k,"[37.810833, -122.476834]",-1
yfcc-12246783313,Flickr-yfcc26k,"[36.122227, -115.171159]",-1
yfcc-3285397592,Flickr-yfcc26k,"[37.795148, -122.394931]",-1
yfcc-8276295639,Flickr-yfcc26k,"[48.85583, 2.348455]",-1
yfcc-8097524059,Flickr-yfcc26k,"[-13.932584, -38.930523]",-1
yfcc-3286282738,Flickr-yfcc26k,"[37.794664, -122.394894]",-1
yfcc-7521123428,Flickr-yfcc26k,"[35.726602, 139.876927]",-1
yfcc-2468442495,Flickr-yfcc26k,"[36.112169, -115.173022]",-1
yfcc-8137959873,Flickr-yfcc26k,"[27.174951, 78.042991]",-1
yfcc-6331592414,Flickr-yfcc26k,"[41.897613, 12.498407]",-1
yfcc-7459518468,Flickr-yfcc26k,"[54.604373, -5.832399]",-1
yfcc-3247860886,Flickr-yfcc26k,"[50.735562, -3.53271]",-1
yfcc-8421263721,Flickr-yfcc26k,"[-33.417866, -70.605418]",-1
yfcc-8168556778,Flickr-yfcc26k,"[34.995726, 135.782582]",-1
yfcc-11877360873,Flickr-yfcc26k,"[19.573122, -72.24315]",-1
yfcc-3437788035,Flickr-yfcc26k,"[41.680156, 13.574284]",-1
yfcc-6094347576,Flickr-yfcc26k,"[46.886008, 11.081085]",-1
yfcc-7658341676,Flickr-yfcc26k,"[40.714492, -74.002307]",-1
yfcc-6775157589,Flickr-yfcc26k,"[17.499228, 78.541832]",-1
yfcc-7610267944,Flickr-yfcc26k,"[50.826866, 4.371078]",-1
yfcc-9298901388,Flickr-yfcc26k,"[41.879, -87.635833]",-1
yfcc-415573385,Flickr-yfcc26k,"[5.563878, -0.190887]",-1
yfcc-2711336662,Flickr-yfcc26k,"[17.88082, 102.737274]",-1
yfcc-5370915569,Flickr-yfcc26k,"[1.299611, 103.844919]",-1
yfcc-2581830191,Flickr-yfcc26k,"[-2.210621, -79.886398]",-1
yfcc-5893302821,Flickr-yfcc26k,"[60.426055, -151.287231]",-1
yfcc-2594589119,Flickr-yfcc26k,"[52.159506, 4.487657]",-1
yfcc-8479890232,Flickr-yfcc26k,"[42.699299, 0.932199]",-1
yfcc-251877645,Flickr-yfcc26k,"[45.572438, -122.087566]",-1
yfcc-4745840637,Flickr-yfcc26k,"[35.697666, 139.412666]",-1
yfcc-4874241461,Flickr-yfcc26k,"[37.809656, -122.426571]",-1
yfcc-335152854,Flickr-yfcc26k,"[51.508936, -0.094124]",-1
yfcc-530299916,Flickr-yfcc26k,"[36.679089, 15.122766]",-1
yfcc-5079034447,Flickr-yfcc26k,"[22.509107, 88.335056]",-1
yfcc-8091675417,Flickr-yfcc26k,"[41.049, 28.994166]",-1
yfcc-3635455945,Flickr-yfcc26k,"[29.006338, -13.743209]",-1
yfcc-329001094,Flickr-yfcc26k,"[51.497322, -0.172326]",-1
yfcc-2964967589,Flickr-yfcc26k,"[56.939016, -2.199153]",-1
yfcc-748585499,Flickr-yfcc26k,"[51.501075, -0.127104]",-1
yfcc-5627647766,Flickr-yfcc26k,"[41.392779, 2.162933]",-1
yfcc-2088763517,Flickr-yfcc26k,"[25.041437, 121.439952]",-1
yfcc-6808657841,Flickr-yfcc26k,"[60.17072, 24.941711]",-1
yfcc-4779409052,Flickr-yfcc26k,"[41.865138, -87.614545]",-1
yfcc-4582366166,Flickr-yfcc26k,"[-23.528421, -46.630611]",1
yfcc-682744340,Flickr-yfcc26k,"[46.527187, -123.839006]",1
yfcc-474519771,Flickr-yfcc26k,"[-1.504473, 29.627294]",1
yfcc-7520070486,Flickr-yfcc26k,"[42.877206, -78.879003]",1
yfcc-4744212239,Flickr-yfcc26k,"[53.701497, -6.491958]",1
yfcc-4282352331,Flickr-yfcc26k,"[49.2803, -123.09745]",1
yfcc-226906095,Flickr-yfcc26k,"[35.679609, 139.751586]",1
yfcc-32633215,Flickr-yfcc26k,"[52.048426, -2.384204]",1
yfcc-5968199926,Flickr-yfcc26k,"[-12.443952, -38.748779]",1
yfcc-5402766188,Flickr-yfcc26k,"[32.746433, -97.326362]",1
yfcc-3974322793,Flickr-yfcc26k,"[38.741333, -75.082]",1
yfcc-4201943167,Flickr-yfcc26k,"[9.945444, -84.726047]",1
yfcc-3377833393,Flickr-yfcc26k,"[43.597797, 1.429252]",1
yfcc-822984583,Flickr-yfcc26k,"[50.752965, -2.302494]",1
yfcc-5712588682,Flickr-yfcc26k,"[45.474562, 12.274432]",1
yfcc-2137593024,Flickr-yfcc26k,"[22.139155, -159.559807]",1
yfcc-2942731057,Flickr-yfcc26k,"[43.970607, -121.346519]",1
yfcc-7285417644,Flickr-yfcc26k,"[51.115862, 0.581374]",1
yfcc-3652739314,Flickr-yfcc26k,"[-8.097301, 115.249329]",1
yfcc-12403641564,Flickr-yfcc26k,"[33.948094, -118.390131]",1
yfcc-37835900,Flickr-yfcc26k,"[43.92137, 4.78594]",1
yfcc-8687877684,Flickr-yfcc26k,"[42.354116, -71.069913]",1
yfcc-260406622,Flickr-yfcc26k,"[48.868723, 2.321033]",1
yfcc-1668535556,Flickr-yfcc26k,"[37.222093, -121.983904]",1
yfcc-516142073,Flickr-yfcc26k,"[53.275363, -9.082732]",1
yfcc-302672142,Flickr-yfcc26k,"[-43.514696, 172.62268]",1
yfcc-9309870009,Flickr-yfcc26k,"[51.569854, 4.636917]",1
yfcc-7472383116,Flickr-yfcc26k,"[53.752666, -2.697167]",1
im2gps3k-1439764921,Flickr-im2gps3k,"[36.859948, -75.978484]",0
im2gps3k-170164345,Flickr-im2gps3k,"[38.34933, -75.070438]",0
im2gps3k-247024863,Flickr-im2gps3k,"[39.93935, 116.391841]",0
im2gps3k-265352838,Flickr-im2gps3k,"[32.845269, -117.273988]",0
im2gps3k-324342504,Flickr-im2gps3k,"[31.238637, 121.448364]",0
im2gps3k-391845821,Flickr-im2gps3k,"[49.34411, -123.018078]",0
im2gps3k-446961808,Flickr-im2gps3k,"[-13.524847, -71.973323]",0
im2gps3k-499799081,Flickr-im2gps3k,"[31.776683, 35.23428]",0
im2gps3k-94108900,Flickr-im2gps3k,"[36.820278, 138.946838]",0
im2gps3k-97344146,Flickr-im2gps3k,"[41.395354, 2.169113]",0
im2gps3k-1242046453,Flickr-im2gps3k,"[10.573547, 103.553009]",-1
im2gps3k-1289357310,Flickr-im2gps3k,"[30.050447, 31.235675]",-1
im2gps3k-1301398204,Flickr-im2gps3k,"[48.854875, 2.347383]",-1
im2gps3k-1386768513,Flickr-im2gps3k,"[48.852863, 2.339122]",-1
im2gps3k-1388076875,Flickr-im2gps3k,"[51.480941, -3.182559]",-1
im2gps3k-174479269,Flickr-im2gps3k,"[48.798722, 9.192466]",-1
im2gps3k-175835676,Flickr-im2gps3k,"[52.357243, 4.882017]",-1
im2gps3k-219433381,Flickr-im2gps3k,"[37.390618, -5.986175]",-1
im2gps3k-257602406,Flickr-im2gps3k,"[42.345001, -71.063024]",-1
im2gps3k-285969802,Flickr-im2gps3k,"[40.742396, -73.997898]",-1
im2gps3k-305488237,Flickr-im2gps3k,"[40.741014, -73.998413]",-1
im2gps3k-311141742,Flickr-im2gps3k,"[37.578596, 126.976547]",-1
im2gps3k-311861136,Flickr-im2gps3k,"[31.303635, 120.610399]",-1
im2gps3k-31700873,Flickr-im2gps3k,"[34.68808, 135.839852]",-1
im2gps3k-329033253,Flickr-im2gps3k,"[45.652208, 13.772263]",-1
im2gps3k-352380518,Flickr-im2gps3k,"[35.985368, -111.960811]",-1
im2gps3k-369711791,Flickr-im2gps3k,"[42.880681, -8.544616]",-1
im2gps3k-379604236,Flickr-im2gps3k,"[43.323538, -1.98522]",-1
im2gps3k-390524954,Flickr-im2gps3k,"[59.910775, 10.731888]",-1
im2gps3k-39672922,Flickr-im2gps3k,"[45.444114, 10.987873]",-1
im2gps3k-436259306,Flickr-im2gps3k,"[39.937908, 116.398086]",-1
im2gps3k-446995789,Flickr-im2gps3k,"[-13.507823, -71.98637]",-1
im2gps3k-480372482,Flickr-im2gps3k,"[45.46527, 9.189924]",-1
im2gps3k-486640035,Flickr-im2gps3k,"[37.389024, -5.994071]",-1
